32086	7.619252	0.713315	3
0	3.392256	0.515057	2
7426	6.097090	0.579752	2
29303	11.164578	1.411306	3
15413	1.493682	1.498027	2
3680	6.015466	0.099446	2
43736	3.334641	1.229891	1
20557	3.044004	0.965733	2
10873	7.031091	0.752882	2
7247	3.716207	0.397777	2
16169	1.565602	1.188332	2
37907	9.471461	0.187240	3
29496	4.574712	0.271577	1
34803	11.540309	0.598857	3
52266	10.080768	1.491505	3
40535	4.752687	1.389795	1
0	0.000000	0.661081	2
17065	4.398669	1.405336	2
62420	4.824976	1.646582	1
36865	10.137187	1.017635	3
26375	12.072234	0.841448	3
13187	5.933339	0.790683	2
17888	5.546452	0.316533	2
12744	0.235506	0.192677	2
27652	11.945821	0.745279	3
31225	8.191978	1.645390	3
42553	4.602676	1.601714	1
3726	9.572991	1.335109	3
38997	10.798540	1.628901	3
13167	3.423039	0.186446	2
14819	5.140633	1.087116	2
9328	2.572371	0.549071	2
3954	1.809655	0.327679	2
65487	2.685237	0.713557	1
0	0.000000	0.927224	2
34619	12.328340	0.461936	3
23490	2.959216	0.456678	1
8678	6.859212	1.253134	3
44293	1.839427	0.499481	1
37469	2.073088	1.171762	1
28634	9.676194	1.499841	3
39620	2.434740	0.574579	1
12094	0.000000	0.370052	2
15002	5.816065	1.627834	3
61563	9.714010	1.260207	3
63769	9.808553	1.687673	1
50316	8.094570	0.929844	3
8918	2.725502	0.997773	2
48573	5.489863	1.453287	1
4749	2.557869	1.216983	2
16578	2.610173	1.280418	2
15144	3.564548	0.628183	2
16937	3.575224	0.562724	2
14450	12.920776	0.817967	2
43111	10.933575	0.776885	3
12727	1.402412	1.023827	2
29607	0.498180	0.194541	1
11101	0.621593	0.215750	2
11388	3.588454	0.204032	2
17257	0.621134	0.621057	2
26193	8.127719	0.901177	3
67655	8.456078	1.664453	1
32207	11.395221	1.597165	3
49757	8.088737	0.095088	3
3552	4.362735	1.273521	2
20390	8.433814	0.895201	3
70677	8.053607	0.609283	1
44121	0.000000	1.330810	1
63478	4.869714	0.701055	1
8712	1.962266	0.507853	2
13630	0.000000	1.619300	2
7806	0.894891	1.397952	2
51431	0.325213	1.107177	1
16921	3.140482	0.071653	2
15852	2.304182	0.820025	2
66191	11.725906	0.760076	1
73487	12.171073	0.432625	1
19715	9.824562	0.558659	3
17879	0.869194	1.025932	2
10572	3.995994	1.458885	2
41570	9.163026	1.287870	3
10321	0.000000	1.510198	2
26418	3.811610	0.013314	1
0	2.979492	0.714888	2
65357	7.175127	0.356696	1
19141	4.783237	1.108233	2
41293	8.309155	0.536877	3
13521	1.091185	0.494956	2
11611	0.000000	0.460840	2
31096	9.210282	1.540036	3
69907	9.593463	0.477565	1
30151	3.527709	0.756780	1
9701	4.247049	0.971040	2
14320	3.910621	0.590457	2
14067	3.288555	0.597802	2
6843	0.078567	1.669195	2
11977	2.452974	0.928256	2
65930	9.152067	0.254849	1
33596	4.833611	1.081002	1
40268	10.628069	0.229696	3
27242	1.425638	0.113569	1
71660	8.395063	1.337746	1
11426	3.197975	1.105870	2
10146	0.000000	1.431151	2
66246	4.964587	0.119863	1
58470	3.464526	1.271633	1
38133	9.632623	1.538640	3
14666	1.101092	0.691313	2
39193	11.327572	0.771271	3
28775	5.647690	1.484597	1
68185	9.020276	0.026767	1
70318	9.498703	1.432265	1
20135	11.703318	1.573872	3
31343	10.151953	0.848061	3
56018	4.534966	0.549624	1
65504	6.813896	0.717516	1
24500	3.005396	0.264603	1
15370	7.617259	0.131132	3
22207	0.633946	0.481466	1
73082	8.977506	0.552717	1
31082	11.725265	1.691612	3
8832	4.543723	0.215794	2
9208	0.242832	0.681649	2
57875	3.239113	0.092397	1
65959	11.375962	0.230224	1
37079	11.406400	1.158231	3
44921	13.411558	0.306010	3
19070	13.120802	0.080702	3
36867	4.950742	1.093433	1
57472	5.972086	0.384945	1
52585	3.658766	1.224302	1
1188	6.624765	1.276049	2
27297	9.130711	1.003527	3
7018	0.931548	1.433688	2
31189	0.991807	1.131306	1
28964	9.313023	1.229411	3
12506	3.772082	0.692380	2
51905	7.375952	0.204986	3
74711	10.086484	1.041469	1
32101	9.229011	0.031949	3
31356	6.533066	1.420916	1
63308	4.150137	0.386021	1
9163	0.000000	0.202797	2
49038	11.181357	0.755889	3
